Archivio estrazioni VinciCasa
Concorso	Data	N.1	N.2	N.3	N.4	N.5	V5	Q5	V4	Q4	V3	Q3	V2	Q2
316	12/11/2018	10	12	26	29	35	0	50000000	14	18451	418	2185	4781	263
315	11/11/2018	8	14	22	32	36	0	50000000	7	23695	219	2678	2636	306
314	10/11/2018	6	9	10	11	26	0	50000000	38	9582	947	1359	8752	202
313	09/11/2018	9	10	13	18	36	0	50000000	16	17003	539	1784	5671	234
312	08/11/2018	13	14	24	25	31	0	50000000	15	20371	399	2708	5423	274
311	07/11/2018	4	12	18	24	31	0	50000000	20	13707	528	1836	5459	244
310	06/11/2018	2	3	20	30	38	0	50000000	7	45686	430	2630	5759	270
309	05/11/2018	5	9	12	16	35	0	50000000	16	16579	512	1832	5566	232
308	04/11/2018	16	27	30	33	35	0	50000000	5	33197	189	3105	2462	328
307	03/11/2018	16	23	29	30	36	0	50000000	12	29449	509	2455	5674	303
306	02/11/2018	18	21	32	33	39	0	50000000	7	42125	298	3499	4195	342
305	01/11/2018	10	17	23	28	32	0	50000000	10	18241	344	1875	3515	253
304	31/10/2018	10	11	13	35	40	0	50000000	12	24036	473	2156	5683	247
303	30/10/2018	5	13	17	22	28	0	50000000	29	10594	722	1504	6579	227
302	29/10/2018	12	15	33	34	37	0	50000000	4	57999	253	3242	3444	328
301	28/10/2018	6	9	18	32	33	0	50000000	6	26600	238	2371	2826	275
300	27/10/2018	1	9	13	20	26	1	50000000	20	18224	712	1810	7336	242
299	26/10/2018	4	13	21	25	35	0	50000000	11	24854	448	2158	4864	274
298	25/10/2018	3	4	23	26	29	0	50000000	23	13353	565	1922	6108	245
297	24/10/2018	6	14	24	27	34	0	50000000	14	19294	440	2171	4690	280
296	23/10/2018	9	21	24	29	37	0	50000000	8	38814	441	2490	5405	280
295	22/10/2018	17	23	26	28	39	0	50000000	6	42439	354	2543	4401	282
294	21/10/2018	3	15	26	29	31	0	50000000	10	16352	280	2065	2968	268
293	20/10/2018	6	10	11	17	35	0	50000000	20	18316	741	1748	7932	225
292	19/10/2018	2	3	13	16	28	0	50000000	18	15142	513	1878	5510	241
291	18/10/2018	5	6	14	25	35	1	50000000	16	19769	469	2385	6055	254
290	17/10/2018	1	5	16	18	37	0	50000000	13	21454	472	2089	5389	252
289	16/10/2018	4	8	16	30	39	0	50000000	14	23012	571	1995	6103	257
288	15/10/2018	2	11	13	24	32	0	50000000	11	24259	403	2341	4842	268
287	14/10/2018	10	17	23	33	35	0	50000000	11	15298	308	1932	3196	256
286	13/10/2018	4	6	11	18	36	0	50000000	21	18031	735	1821	7600	243
285	12/10/2018	1	6	13	16	21	0	50000000	12	23989	483	2107	5453	257
284	11/10/2018	8	15	16	25	31	0	50000000	18	17997	549	2086	6241	253
283	10/10/2018	1	27	28	33	40	0	50000000	8	36224	416	2463	4802	294
282	09/10/2018	1	4	26	27	30	0	50000000	22	14947	511	2275	6074	264
281	08/10/2018	12	15	21	28	33	0	50000000	11	24397	414	2292	4915	266
280	07/10/2018	2	11	22	30	35	0	50000000	8	21115	227	2631	2766	297
279	06/10/2018	1	5	9	32	37	0	50000000	14	26973	569	2347	6902	266
278	05/10/2018	11	20	32	34	35	0	50000000	6	48361	288	3563	4132	342
277	04/10/2018	2	8	22	34	37	0	50000000	14	23675	451	2599	5480	295
276	03/10/2018	7	9	20	22	32	0	50000000	13	22529	509	2034	5580	256
275	02/10/2018	5	6	7	16	18	0	50000000	17	19620	731	1613	7521	216
274	01/10/2018	2	5	29	36	37	0	50000000	6	45063	340	2812	4622	285
273	30/09/2018	5	6	19	31	36	0	50000000	5	33245	290	2027	3229	251
272	29/09/2018	19	30	32	34	39	1	50000000	12	30899	388	3379	5057	357
271	28/09/2018	4	15	22	28	40	0	50000000	22	13002	511	1979	5521	252
270	27/09/2018	8	29	30	33	36	0	50000000	4	80875	365	3134	5043	312
269	26/09/2018	3	7	12	22	35	0	50000000	17	16765	565	1783	5990	232
268	25/09/2018	22	26	30	34	39	0	50000000	5	65930	342	3408	4636	346
267	24/09/2018	2	8	20	26	31	0	50000000	20	13568	466	2059	5132	257
266	23/09/2018	4	14	19	25	28	0	50000000	15	11666	423	1463	3681	231
265	22/09/2018	12	16	22	34	37	0	50000000	15	25672	487	2796	6006	312
264	21/09/2018	16	17	21	29	36	0	50000000	17	17018	429	2384	4914	287
263	20/09/2018	9	15	24	25	33	0	50000000	14	23203	572	2008	6109	259
262	19/09/2018	16	17	24	27	32	0	50000000	13	22214	421	2425	5134	274
261	18/09/2018	5	16	17	21	36	0	50000000	10	33034	567	2060	6127	262
260	17/09/2018	1	9	10	27	38	0	50000000	6	44782	505	1881	5528	237
259	16/09/2018	8	9	10	36	37	0	50000000	7	24599	246	2475	3296	254
258	15/09/2018	6	16	32	38	40	0	50000000	13	29162	440	3047	5636	328
257	14/09/2018	16	20	23	27	28	0	50000000	15	19583	446	2329	5304	270
256	13/09/2018	5	15	21	29	33	0	50000000	14	23643	537	2179	6071	265
255	12/09/2018	9	16	28	39	40	0	50000000	20	14697	401	2592	5184	276
254	11/09/2018	2	22	24	31	37	0	50000000	16	21113	396	3016	5373	306
253	10/09/2018	6	12	18	27	36	0	50000000	17	16131	520	1865	5282	253
252	09/09/2018	18	28	31	38	40	0	50000000	3	58645	249	2498	2762	310
251	08/09/2018	17	19	20	27	28	0	50000000	17	22178	651	2048	7866	233
250	07/09/2018	3	9	24	29	33	0	50000000	20	14372	496	2049	5615	249
249	06/09/2018	1	7	19	24	38	0	50000000	23	14147	554	2077	6346	250
248	05/09/2018	1	4	5	23	37	0	50000000	11	26132	553	1838	5973	234
247	04/09/2018	1	12	15	18	28	0	50000000	13	25006	603	1906	6526	242
246	03/09/2018	3	8	24	36	39	0	50000000	15	17971	386	2469	4859	270
245	02/09/2018	12	19	20	30	33	0	50000000	6	28082	259	2300	3172	259
244	01/09/2018	7	16	20	24	26	0	50000000	22	16392	573	2225	6927	253
243	31/08/2018	4	11	14	17	32	0	50000000	18	14793	551	1708	5342	243
242	30/08/2018	14	22	31	39	40	0	50000000	10	30259	353	3031	4686	314
241	29/08/2018	18	19	23	24	32	0	50000000	9	29634	402	2346	4728	275
240	28/08/2018	14	24	26	31	32	0	50000000	7	43888	340	3195	4543	329
239	27/08/2018	3	11	20	25	34	0	50000000	25	10229	421	2148	4805	259
238	26/08/2018	4	9	21	24	39	0	50000000	8	20612	228	2557	3142	256
237	25/08/2018	5	11	18	27	39	0	50000000	19	17776	686	1741	6867	239
236	24/08/2018	9	13	19	29	34	0	50000000	15	17205	484	1885	5055	249
235	23/08/2018	9	16	19	23	40	0	50000000	23	12976	627	1683	6325	230
234	22/08/2018	2	3	4	29	33	0	50000000	14	18428	434	2102	4930	255
233	21/08/2018	14	24	30	31	36	0	50000000	12	24951	327	3238	4444	328
232	20/08/2018	17	18	20	31	36	0	50000000	5	49460	347	2520	4229	285
231	19/08/2018	4	6	16	25	36	0	50000000	10	16223	275	2086	2976	265
230	18/08/2018	2	12	18	30	39	0	50000000	10	32665	488	2367	5805	274
229	17/08/2018	5	10	11	15	28	0	50000000	27	9621	662	1387	6005	211
228	16/08/2018	4	5	15	30	32	0	50000000	10	30037	472	2250	5665	258
227	15/08/2018	11	13	18	23	36	0	50000000	7	21276	274	1922	2973	244
226	14/08/2018	5	7	9	10	19	0	50000000	42	7337	997	1093	8145	184
225	13/08/2018	7	9	10	14	38	0	50000000	11	22781	514	1724	5303	230
224	12/08/2018	12	26	28	33	40	0	50000000	4	41772	216	2735	2727	298
223	11/08/2018	2	4	25	30	33	0	50000000	12	28855	552	2218	6155	274
222	10/08/2018	12	15	30	31	32	0	50000000	7	39839	333	2961	4450	305
221	09/08/2018	16	33	35	37	40	0	50000000	7	45544	333	3385	4406	352
220	08/08/2018	5	12	14	19	33	0	50000000	11	25367	571	1728	5712	238
219	07/08/2018	5	12	27	31	38	0	50000000	17	18709	546	2060	5905	262
218	06/08/2018	8	9	13	26	37	0	50000000	12	22170	501	1877	5349	242
217	05/08/2018	12	14	15	20	39	0	50000000	6	28949	235	2613	2954	286
216	04/08/2018	10	13	16	31	33	0	50000000	20	18724	559	2369	6676	273
215	03/08/2018	7	15	22	30	36	0	50000000	21	14071	477	2190	5204	276
214	02/08/2018	18	26	30	31	38	0	50000000	7	47796	387	3057	5075	321
213	01/08/2018	3	10	16	25	32	1	50000000	16	18746	506	2096	5555	263
212	31/07/2018	4	14	17	22	32	0	50000000	12	27308	578	2005	5996	266
211	30/07/2018	17	26	32	36	40	0	50000000	10	27175	362	2654	4098	323
210	29/07/2018	18	21	27	29	38	0	50000000	4	43044	216	2819	2848	294
209	28/07/2018	9	13	25	29	38	0	50000000	23	16426	635	2104	6781	271
208	27/07/2018	2	8	22	27	28	0	50000000	16	18584	611	1721	6203	233
207	26/07/2018	2	5	10	25	38	0	50000000	30	11095	708	1662	6865	236
206	25/07/2018	3	8	12	22	33	1	50000000	22	13544	609	1730	6114	237
205	24/07/2018	10	22	28	29	39	0	50000000	10	34527	490	2491	5858	287
204	23/07/2018	1	14	15	31	36	0	50000000	6	47763	353	2871	4720	296
203	22/07/2018	3	4	7	17	39	0	50000000	16	11178	428	1477	4364	199
202	21/07/2018	3	4	5	16	31	0	50000000	21	18849	775	1806	8207	235
201	20/07/2018	1	4	12	17	35	0	50000000	14	21703	567	1895	6144	241
200	19/07/2018	1	3	10	34	38	0	50000000	6	58103	498	2475	6230	272
199	18/07/2018	4	17	18	32	37	0	50000000	11	27969	413	2634	5325	281
198	17/07/2018	1	4	20	25	33	1	50000000	13	27716	529	2408	6701	262
197	16/07/2018	10	13	15	27	39	0	50000000	13	22734	563	1856	5680	253
196	15/07/2018	14	19	23	34	35	0	50000000	8	23220	272	2415	3295	275
195	14/07/2018	6	8	15	16	19	0	50000000	19	21308	934	1532	8837	223
194	13/07/2018	3	17	20	27	40	0	50000000	26	12612	633	1832	7010	228
193	12/07/2018	2	4	6	8	23	0	50000000	43	8443	931	1379	8225	215
192	11/07/2018	6	15	17	33	37	0	50000000	18	18314	482	2418	5762	279
191	10/07/2018	4	6	16	25	27	0	50000000	29	12943	667	1990	7460	245
190	09/07/2018	7	23	26	33	36	0	50000000	10	31042	474	2316	5569	271
189	08/07/2018	14	31	34	36	40	0	50000000	5	38147	228	2958	2648	351
188	07/07/2018	2	4	10	13	21	0	50000000	32	13673	1030	1502	9331	228
187	06/07/2018	5	11	12	19	21	0	50000000	40	8455	885	1351	8084	204
186	05/07/2018	11	12	14	37	39	0	50000000	8	48912	512	2702	6591	289
185	04/07/2018	18	19	21	26	35	0	50000000	8	44048	447	2787	6227	276
184	03/07/2018	5	6	16	23	37	0	50000000	17	23048	654	2118	7572	252
183	02/07/2018	2	4	14	28	35	0	50000000	11	29881	509	2283	5946	269
182	01/07/2018	11	20	29	32	33	0	50000000	7	27882	215	3210	2991	318
181	30/06/2018	2	5	19	25	27	0	50000000	31	13902	995	1531	9524	220
180	29/06/2018	5	11	14	25	34	0	50000000	20	16612	585	2008	6436	251
179	28/06/2018	8	19	21	23	31	1	50000000	27	14177	718	1885	7754	240
178	27/06/2018	10	15	24	39	40	0	50000000	14	24282	583	2062	6072	273
177	26/06/2018	19	26	29	32	34	0	50000000	8	47879	522	2595	5932	314
176	25/06/2018	4	19	29	31	34	0	50000000	9	34727	444	2489	5391	282
175	24/06/2018	3	5	8	20	27	0	50000000	16	11852	456	1470	4542	203
174	23/06/2018	1	3	10	18	36	0	50000000	21	20273	803	1874	8505	244
173	22/06/2018	2	10	18	21	25	1	50000000	23	14196	636	1815	6652	239
172	21/06/2018	17	25	28	29	31	0	50000000	13	28721	530	2491	6671	273
171	20/06/2018	16	19	20	21	27	0	50000000	6	55618	538	2193	6303	258
170	19/06/2018	16	21	28	37	40	0	50000000	13	29331	477	2826	6007	309
169	18/06/2018	3	11	20	26	35	1	50000000	20	15555	473	2326	5720	265
168	17/06/2018	14	21	28	33	35	0	50000000	22	8931	254	2735	2884	332
167	16/06/2018	1	26	27	35	37	1	50000000	15	30690	527	3089	7114	315
166	15/06/2018	2	3	31	34	38	0	50000000	11	32383	396	3181	5507	315
165	14/06/2018	4	8	19	23	24	0	50000000	26	15510	923	1545	8838	222
164	13/06/2018	3	25	27	34	38	0	50000000	11	32528	502	2520	5823	299
163	12/06/2018	12	20	21	31	40	0	50000000	14	27821	579	2379	7067	268
162	11/06/2018	1	20	22	33	39	0	50000000	7	44603	369	2992	4905	310
161	10/06/2018	5	14	19	37	38	0	50000000	10	18053	249	2564	3103	283
160	09/06/2018	5	7	20	21	24	0	50000000	24	16678	827	1711	8647	225
159	08/06/2018	1	9	15	22	30	0	50000000	17	18441	576	1924	6056	252
158	07/06/2018	9	11	14	17	23	0	50000000	42	8402	968	1289	8450	203
157	06/06/2018	23	24	26	34	35	0	50000000	9	35515	351	3220	4632	336
156	05/06/2018	7	8	13	14	31	0	50000000	23	16169	760	1730	8128	223
155	04/06/2018	3	5	28	36	38	0	50000000	10	31844	495	2275	5775	268
154	03/06/2018	3	4	5	35	40	0	50000000	11	16392	322	1980	3656	240
153	02/06/2018	10	13	15	36	39	0	50000000	20	13016	408	2256	4654	272
152	01/06/2018	8	12	14	23	25	1	50000000	20	17235	742	1642	7332	229
151	31/05/2018	1	13	22	35	40	0	50000000	19	19104	561	2288	6160	287
150	30/05/2018	7	8	23	27	33	0	50000000	20	15931	658	1712	6812	228
149	29/05/2018	4	6	9	10	14	0	50000000	24	15420	895	1462	8468	213
148	28/05/2018	19	26	27	31	39	0	50000000	9	33861	443	2432	5307	280
147	27/05/2018	2	3	25	30	40	0	50000000	24	7841	288	2310	3539	259
146	26/05/2018	8	13	24	25	39	0	50000000	16	28231	840	1901	8537	258
145	25/05/2018	1	23	26	35	37	0	50000000	12	28887	421	2911	5227	323
144	24/05/2018	9	15	30	35	40	0	50000000	11	36633	626	2276	6807	288
143	23/05/2018	4	14	37	39	40	0	50000000	8	45012	498	2557	5699	308
142	22/05/2018	2	7	17	20	28	0	50000000	50	8072	956	1492	8999	218
141	21/05/2018	19	23	32	36	40	0	50000000	9	35043	432	2581	5274	291
140	20/05/2018	2	7	8	27	35	0	50000000	6	31781	391	1724	3948	235
139	19/05/2018	3	10	14	19	36	0	50000000	26	17722	847	1923	9409	238
138	18/05/2018	9	12	16	27	28	0	50000000	24	14530	660	1868	7258	234
137	17/05/2018	7	9	12	13	40	1	50000000	27	14382	876	1567	8869	213
136	16/05/2018	8	15	34	36	37	0	50000000	17	19853	414	2883	5158	319
135	15/05/2018	3	14	17	19	38	0	50000000	17	22380	728	1848	7734	239
134	14/05/2018	11	31	35	37	38	0	50000000	3	98403	315	3314	4142	347
133	13/05/2018	4	27	29	36	39	0	50000000	2	86786	211	2909	2730	310
132	12/05/2018	4	19	30	34	39	0	50000000	15	26438	479	2927	6358	304
131	11/05/2018	1	5	14	33	40	0	50000000	22	13732	496	2153	5603	263
130	10/05/2018	10	12	17	22	26	0	50000000	29	11930	765	1599	7587	222
129	09/05/2018	9	11	17	22	28	1	50000000	18	17158	758	1440	6757	222
128	08/05/2018	12	22	29	35	36	0	50000000	15	23200	393	3131	5184	327
127	07/05/2018	4	6	9	26	29	0	50000000	24	11851	626	1606	6150	225
126	06/05/2018	5	18	21	22	40	0	50000000	17	10744	331	1951	3481	255
125	05/05/2018	1	2	10	31	34	0	50000000	6	68554	620	2346	7222	277
124	04/05/2018	9	21	28	31	37	0	50000000	13	24286	424	2633	5238	294
123	03/05/2018	2	9	10	36	37	0	50000000	10	35286	515	2423	6362	270
122	02/05/2018	4	5	21	28	32	0	50000000	16	20785	496	2371	6390	253
121	01/05/2018	8	18	23	31	35	0	50000000	11	16585	284	2271	3315	268
120	30/04/2018	5	9	24	28	31	0	50000000	20	16510	551	2119	6554	245
119	29/04/2018	12	23	24	30	35	0	50000000	9	20114	222	2883	3078	286
118	28/04/2018	15	29	34	36	37	0	50000000	4	100789	422	3378	5565	353
117	27/04/2018	13	15	16	27	40	0	50000000	16	19607	536	2069	6141	249
116	26/04/2018	7	8	14	17	35	0	50000000	18	20470	775	1681	8018	224
115	25/04/2018	7	10	15	18	40	0	50000000	13	15603	478	1500	4624	213
114	24/04/2018	1	3	17	20	34	0	50000000	15	24877	662	1993	7375	246
113	23/04/2018	2	8	13	19	24	0	50000000	21	13828	642	1599	6243	226
112	22/04/2018	3	26	33	35	37	0	50000000	8	22692	211	3042	2624	337
111	21/04/2018	2	16	28	36	37	0	50000000	11	38365	521	2864	6390	322
110	20/04/2018	10	21	24	35	37	0	50000000	6	53863	410	2787	5022	313
109	19/04/2018	1	10	18	27	31	0	50000000	22	16942	689	1913	7126	255
108	18/04/2018	3	10	11	23	36	0	50000000	17	19329	651	1785	7053	227
107	17/04/2018	23	24	27	36	38	0	50000000	13	29580	482	2821	6082	308
106	16/04/2018	3	12	18	27	40	0	50000000	25	12640	669	1670	6477	237
105	15/04/2018	4	8	23	35	39	0	50000000	9	22125	328	2147	3588	270
104	14/04/2018	1	5	14	15	23	0	50000000	18	25579	937	1737	9933	226
103	13/04/2018	8	9	13	16	23	0	50000000	23	15445	861	1459	8219	210
102	12/04/2018	2	15	17	22	24	0	50000000	19	21039	739	1912	8109	240
101	11/04/2018	8	12	20	23	32	0	50000000	26	13714	646	1951	6939	250
100	10/04/2018	7	9	10	20	29	0	50000000	33	12419	986	1469	9403	212
99	09/04/2018	3	9	14	26	27	0	50000000	28	11719	669	1734	6860	233
98	08/04/2018	1	4	6	23	32	0	50000000	7	28888	332	2154	3903	252
97	07/04/2018	4	14	18	19	21	0	50000000	31	15308	913	1838	9828	235
96	06/04/2018	6	18	21	22	31	0	50000000	9	40582	554	2331	6626	268
95	05/04/2018	7	10	13	25	28	0	50000000	23	18184	993	1489	9443	216
94	04/04/2018	9	11	17	32	37	0	50000000	16	22787	608	2120	7014	253
93	03/04/2018	9	15	21	23	24	0	50000000	32	13629	772	1997	8436	252
92	02/04/2018	6	8	19	23	26	0	50000000	16	10460	408	1450	3711	219
91	01/04/2018	1	13	15	23	35	0	50000000	9	17846	267	2127	3159	248
90	31/03/2018	6	13	15	20	38	0	50000000	24	20368	871	1984	9186	259
89	30/03/2018	9	15	32	39	40	0	50000000	19	19869	592	2255	6345	290
88	29/03/2018	20	29	31	34	39	0	50000000	14	30047	399	3728	5735	357
87	28/03/2018	3	17	24	27	29	0	50000000	22	16955	783	1684	7851	231
86	27/03/2018	7	11	12	19	20	1	50000000	50	8686	1143	1343	10391	203
85	26/03/2018	9	17	18	25	29	0	50000000	18	19232	652	1877	7035	240
84	25/03/2018	3	4	8	31	33	0	50000000	7	30266	396	1892	4275	241
83	24/03/2018	13	16	21	24	31	0	50000000	18	30002	841	2270	9379	280
82	23/03/2018	4	6	8	18	38	0	50000000	17	23258	785	1781	7811	246
81	22/03/2018	11	12	18	19	37	0	50000000	16	28810	760	2144	9073	247
80	21/03/2018	6	13	21	34	40	0	50000000	25	16166	627	2279	7200	273
79	20/03/2018	10	19	23	26	39	0	50000000	19	24570	773	2135	8783	259
78	19/03/2018	7	19	20	27	30	0	50000000	28	13466	808	1650	8153	225
77	18/03/2018	17	23	36	38	39	0	50000000	8	28343	322	2490	3476	318
76	17/03/2018	5	12	24	25	33	0	50000000	38	14713	1149	1720	11215	243
75	16/03/2018	6	9	24	35	37	0	50000000	13	31999	525	2802	6809	298
74	15/03/2018	3	26	28	34	39	0	50000000	12	40041	608	2794	7724	303
73	14/03/2018	2	4	21	22	23	0	50000000	28	14896	790	1867	8330	244
72	13/03/2018	11	14	17	30	37	0	50000000	24	20572	753	2318	8989	267
71	12/03/2018	11	15	16	27	40	0	50000000	16	24349	705	1954	7625	249
70	11/03/2018	8	17	20	28	40	0	50000000	12	19224	473	1724	4840	232
69	10/03/2018	11	28	34	36	40	0	50000000	14	39653	654	3001	8585	315
68	09/03/2018	5	11	16	28	30	0	50000000	22	18747	762	1914	8271	243
67	08/03/2018	9	29	32	37	40	0	50000000	16	29968	572	2964	6987	334
66	07/03/2018	3	10	16	21	25	0	50000000	37	11638	880	1730	8952	234
65	06/03/2018	13	20	24	25	27	1	50000000	26	19124	761	2310	9093	266
64	05/03/2018	14	16	19	25	40	0	50000000	13	30345	618	2257	6760	284
63	04/03/2018	1	11	14	19	28	0	50000000	17	14919	573	1565	5354	231
62	03/03/2018	3	7	18	23	27	0	50000000	52	11574	1560	1364	14308	205
61	02/03/2018	6	7	13	14	15	0	50000000	27	16187	834	1853	9966	213
60	01/03/2018	6	9	17	31	40	0	50000000	11	44302	826	2086	9527	249
59	28/02/2018	1	2	5	37	40	0	50000000	33	13280	736	2105	8252	259
58	27/02/2018	16	26	29	36	37	0	50000000	12	41288	596	2939	7114	339
57	26/02/2018	6	23	26	35	40	0	50000000	19	20584	570	2426	6457	295
56	25/02/2018	19	25	32	35	39	0	50000000	13	19537	325	2763	3777	328
55	24/02/2018	4	6	26	27	38	0	50000000	25	24551	969	2240	11319	264
54	23/02/2018	10	13	15	21	26	0	50000000	34	13453	930	1739	9666	230
53	22/02/2018	10	15	30	36	38	0	50000000	25	20988	690	2689	8879	288
52	21/02/2018	4	5	12	20	31	0	50000000	25	19030	1029	1635	10044	231
51	20/02/2018	3	9	15	37	40	0	50000000	21	26241	1006	1937	10424	257
50	19/02/2018	13	16	20	23	40	0	50000000	17	26936	705	2297	8353	267
49	18/02/2018	1	10	24	29	38	0	50000000	7	38904	371	2595	4836	274
48	17/02/2018	18	24	31	32	38	0	50000000	25	26298	700	3321	9402	341
47	16/02/2018	8	23	34	38	39	0	50000000	17	30040	612	2951	7728	322
46	15/02/2018	11	15	19	27	32	0	50000000	33	17865	1051	1983	11496	250
45	14/02/2018	2	6	15	20	27	0	50000000	37	14036	1205	1524	10963	231
44	13/02/2018	2	15	20	28	31	0	50000000	32	19042	951	2265	11490	258
43	12/02/2018	8	10	16	21	36	0	50000000	24	21148	954	1881	9846	251
42	11/02/2018	6	21	23	24	28	0	50000000	11	28006	482	2260	5417	277
41	10/02/2018	5	6	8	17	29	0	50000000	60	12226	1884	1377	16946	211
40	09/02/2018	2	5	14	21	25	0	50000000	31	18627	1172	1742	12173	231
39	08/02/2018	6	25	30	36	38	1	50000000	22	30502	726	3268	10192	321
38	07/02/2018	15	23	26	28	38	0	50000000	20	30656	953	2275	10337	289
37	06/02/2018	14	17	33	35	40	0	50000000	24	28882	944	2596	11301	299
36	05/02/2018	15	19	23	32	34	0	50000000	21	28023	814	2556	9415	304
35	04/02/2018	22	24	25	34	35	0	50000000	9	38340	372	3280	4970	338
34	03/02/2018	2	3	9	11	27	0	50000000	75	11099	2263	1300	20051	202
33	02/02/2018	2	13	32	38	39	1	50000000	12	53223	725	3115	9566	325
32	01/02/2018	2	4	10	11	21	2	50000000	56	12902	1734	1473	16379	215
31	31/01/2018	1	3	7	32	37	0	50000000	22	28039	957	2279	11824	254
30	30/01/2018	10	16	19	32	33	0	50000000	18	37819	869	2770	11348	292
29	29/01/2018	10	22	27	31	33	2	50000000	19	28715	775	2489	9702	274
28	28/01/2018	10	21	26	27	38	0	50000000	10	30612	407	2659	5321	280
27	27/01/2018	17	22	23	29	30	0	50000000	37	20368	1229	2168	14353	256
26	26/01/2018	4	10	12	21	36	0	50000000	28	20547	1084	1876	11523	243
25	25/01/2018	3	14	16	25	34	0	50000000	34	19383	998	2335	11439	281
24	24/01/2018	2	3	6	28	38	0	50000000	28	20971	888	2338	10786	265
23	23/01/2018	2	18	22	25	27	0	50000000	31	20942	1088	2110	12405	255
22	22/01/2018	13	25	27	31	39	0	50000000	28	19040	786	2398	9238	281
21	21/01/2018	1	15	21	28	37	0	50000000	12	25167	464	2301	5401	272
20	20/01/2018	5	15	19	21	36	0	50000000	34	20147	1259	1924	12927	258
19	19/01/2018	5	14	15	26	36	0	50000000	27	20076	864	2218	10093	261
18	18/01/2018	6	11	13	20	29	2	50000000	43	14068	1306	1638	12349	238
17	17/01/2018	4	13	16	21	33	0	50000000	23	24037	855	2286	10172	265
16	16/01/2018	2	25	28	32	36	0	50000000	20	30742	728	2986	9256	324
15	15/01/2018	3	4	11	15	23	1	50000000	58	9089	1252	1488	11904	216
14	14/01/2018	2	7	10	15	40	0	50000000	30	10272	745	1462	7002	214
13	13/01/2018	7	14	23	28	40	0	50000000	41	17405	1475	1710	13796	252
12	12/01/2018	1	10	12	14	16	0	50000000	34	16786	1216	1659	11936	233
11	11/01/2018	3	9	24	33	38	0	50000000	38	16888	1014	2238	11288	277
10	10/01/2018	14	19	20	30	34	0	50000000	11	53659	718	2907	9396	306
9	09/01/2018	26	31	32	34	39	0	50000000	17	39842	739	3241	8905	371
8	08/01/2018	1	21	27	36	39	0	50000000	18	33232	731	2893	9388	310
7	07/01/2018	4	12	15	33	36	0	50000000	12	28739	467	2611	5981	281
6	06/01/2018	4	15	25	31	34	0	50000000	6	77277	689	2379	7761	291
5	05/01/2018	1	19	28	36	39	0	50000000	14	48946	921	2631	11606	288
4	04/01/2018	10	20	22	30	40	0	50000000	148	4730	1138	2175	12187	280
3	03/01/2018	10	20	30	34	37	0	50000000	23	28058	794	2874	9838	319
2	02/01/2018	4	22	26	27	31	0	50000000	26	27079	1144	2176	12600	272
1	01/01/2018	7	11	24	27	38	0	50000000	16	12773	430	1680	4226	235
196	31/12/2017	3	16	25	34	35	0	50000000	16	29361	597	2782	7145	320
195	30/12/2017	11	21	27	30	36	0	50000000	21	38021	1121	2518	13398	290
194	29/12/2017	1	2	9	14	16	0	50000000	48	13690	1215	1912	13249	241
193	28/12/2017	4	7	25	27	31	0	50000000	38	18128	1408	1730	14827	226
192	27/12/2017	10	15	16	17	26	0	50000000	39	17583	1254	1933	14292	234
191	26/12/2017	19	21	22	30	31	0	50000000	4	71744	356	2850	4671	299
190	25/12/2017	8	11	13	24	26	0	50000000	13	14523	508	1314	4312	213
189	24/12/2017	4	7	19	22	23	0	50000000	39	12030	1102	1505	10289	222
188	23/12/2017	9	12	14	28	38	0	50000000	39	20511	1416	1997	15772	247
187	22/12/2017	7	8	22	24	36	1	50000000	24	26750	1128	2012	13014	240
186	21/12/2017	3	7	8	26	36	0	50000000	37	19251	1352	1863	15277	227
185	20/12/2017	6	7	16	26	28	0	50000000	35	18531	1259	1821	12692	249
184	19/12/2017	4	18	21	37	40	0	50000000	24	31059	974	2706	12262	296
183	18/12/2017	15	18	24	26	29	1	50000000	19	32371	900	2416	10683	280
182	17/12/2017	4	19	26	32	38	0	50000000	17	21647	505	2577	5689	315
181	16/12/2017	17	25	28	31	37	0	50000000	46	18124	1240	2377	14716	276
180	15/12/2017	7	9	15	22	32	0	50000000	38	17165	1308	1763	13468	236
179	14/12/2017	4	5	17	19	24	1	50000000	52	14304	1794	1466	17315	209
178	13/12/2017	8	26	28	31	35	0	50000000	17	40032	956	2517	11404	291
177	12/12/2017	11	26	27	35	40	0	50000000	37	20806	1055	2580	12830	292
176	11/12/2017	6	21	23	29	31	1	50000000	59	10340	1107	1948	11028	269
175	10/12/2017	1	2	5	18	32	0	50000000	12	31017	618	2129	6797	267
174	09/12/2017	7	8	12	30	38	0	50000000	58	15797	1902	1703	19687	227
173	08/12/2017	11	18	20	27	35	0	50000000	26	17175	713	2214	8205	265
172	07/12/2017	7	14	30	37	40	0	50000000	32	25616	1186	2444	14612	273
171	06/12/2017	2	4	13	24	27	0	50000000	48	14964	1346	1887	14454	242
170	05/12/2017	2	3	24	28	38	1	50000000	26	30748	1022	2766	13498	288
169	04/12/2017	10	13	14	25	30	0	50000000	31	21224	1175	1980	12965	247
168	03/12/2017	9	26	28	37	38	0	50000000	7	52450	435	2984	5790	309
167	02/12/2017	1	10	17	33	39	0	50000000	50	17988	1614	1970	17598	249
166	01/12/2017	5	16	22	24	34	0	50000000	22	32481	1113	2270	12359	282
